"miRNA","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","regulation"
"hsa-miR-181d-5p",251.139923824124,0.323198577669144,0.161445823583078,2.00190113622128,0.0452953654425117,0.0664254199401782,"NS"
"hsa-miR-379-3p",20.6583701727819,0.588596310500615,0.300772067436026,1.95695137357065,0.0503531856688581,0.0736528602714146,"NS"
"hsa-miR-378f",4046.42620595967,-1.05094968055696,0.539772627209589,-1.94702292702383,0.0515319860528593,0.075183846318146,"NS"
"hsa-let-7d-3p",790.140784375846,0.38073771771593,0.199879068466162,1.90484036491488,0.0568008250973397,0.0826590012286094,"NS"
"hsa-miR-495-5p",24.6074198578476,0.582515013567884,0.316996285590509,1.83760832554476,0.066120141120467,0.0959754089223105,"NS"
"hsa-miR-584-5p",180.414265843327,0.264934435449996,0.144503118031193,1.83341673909629,0.0667406201587507,0.0966295492883694,"NS"
"hsa-miR-143-5p",38.0404472179229,-0.456353854847629,0.250897476134383,-1.81888579302887,0.0689288557477598,0.0992539528787832,"NS"
"hsa-miR-1468-5p",395.792924485785,-0.511012184588872,0.281013264631666,-1.8184628588927,0.0689934184560506,0.0992539528787832,"NS"
"hsa-let-7a-3p",1329.68896593029,-0.235282828429148,0.129424287612991,-1.81791866711061,0.0690765647451637,0.0992539528787832,"NS"
"hsa-miR-3591-5p",4881.93009602064,0.523692682269447,0.289550647341373,1.80863930741632,0.0705070576294091,0.10105419594744,"NS"
"hsa-miR-556-3p",24.433823921086,0.412534824965423,0.228544617346387,1.80505159016795,0.0710666093920229,0.101600253125781,"NS"
"hsa-miR-1185-5p",38.7104581364254,0.484299735910348,0.269813554304571,1.79494220428845,0.0726629087644907,0.103622042824549,"NS"
"hsa-miR-3615",322.070510762985,0.357922719188967,0.202431428435923,1.76811833001645,0.0770411236953539,0.109590998456641,"NS"
"hsa-miR-326",157.341242498534,-0.313024798957534,0.177604205285125,-1.76248528831289,0.0779873398620283,0.110660340103477,"NS"
"hsa-miR-1296-5p",218.493016815959,0.353081388887037,0.200891800826413,1.75756993284225,0.0788207130259007,0.111564641073974,"NS"
"hsa-miR-337-3p",411.803484666312,0.497505676880035,0.28333984032387,1.75586206412542,0.0791119638571448,0.111699025892594,"NS"
"hsa-miR-154-5p",803.873959983804,0.499806766632354,0.287032061163598,1.74129246958054,0.0816323255191759,0.114688378322003,"NS"
"hsa-miR-365a-3p",474.901753703635,0.49662172616751,0.285017090058594,1.74242788762391,0.0814335996172582,0.114688378322003,"NS"
"hsa-miR-423-5p",2912.48873282986,0.518835351244825,0.298798467451,1.73640566389421,0.0824921314978448,0.11561089365092,"NS"
"hsa-let-7e-5p",4737.06598898598,0.277242993186306,0.16092120293559,1.72284937055358,0.0849157680405543,0.118715164656205,"NS"
"hsa-miR-136-5p",112.731100916688,0.456800376265134,0.269724189709622,1.69358327392479,0.090344498603306,0.125995146336473,"NS"
"hsa-miR-618",55.9047321004439,0.434984641791122,0.257324776414044,1.69041103562922,0.0909493452486897,0.126528551213947,"NS"
"hsa-miR-92a-3p",172603.733976601,0.265290270229768,0.159169125257597,1.6667194080537,0.0955702118822495,0.132632806246341,"NS"
"hsa-miR-29a-3p",15165.1534724621,-0.243540488416011,0.146458165900115,-1.66286725577395,0.0963390101684574,0.133374444734434,"NS"
"hsa-miR-27b-5p",450.803520676256,0.27709136085045,0.168099976126105,1.64837239859322,0.0992762763898194,0.137107284625746,"NS"
"hsa-miR-200b-5p",101.825343668423,-0.421179071541542,0.257281450428252,-1.63703629173607,0.101622886751472,0.13935594697809,"NS"
"hsa-miR-625-3p",18.6093544424432,0.36741581569792,0.224292174255322,1.63811250623338,0.101398226596008,0.13935594697809,"NS"
"hsa-miR-370-3p",69.9479219511745,0.518581949805234,0.316796103372683,1.63695810738924,0.101639223191402,0.13935594697809,"NS"
"hsa-miR-1-3p",140.559061629325,-0.446138634851987,0.273061480167114,-1.63383950961868,0.102292553897175,0.139914574921857,"NS"
"hsa-miR-6749-3p",7.33471440258595,0.329861293030815,0.20285303426439,1.62610973124951,0.103926314263627,0.141808328095933,"NS"
"hsa-miR-369-3p",646.965395837276,0.440385137789903,0.277377553999564,1.5876740256733,0.112360069441528,0.152949472517295,"NS"
"hsa-miR-7-1-3p",405.762173930501,0.204950644861151,0.130570431499805,1.56965587466452,0.116495191964315,0.158199914624571,"NS"
"hsa-miR-146b-3p",448.326223553973,-0.32722300394298,0.209030310594816,-1.56543327621643,0.117481351059257,0.159159258935041,"NS"
"hsa-miR-676-3p",25.6704350492635,0.413117258727928,0.264317010453533,1.56296130173035,0.118061697324039,0.159565571917763,"NS"
"hsa-miR-1228-3p",29.1267822714021,0.356864305374781,0.228991721119533,1.55841575245639,0.119134724850221,0.16063426170563,"NS"
"hsa-miR-503-5p",139.442426921107,-0.270101663054168,0.175515213363587,-1.53890741365332,0.123826901017809,0.166566209643341,"NS"
"hsa-miR-1976",6.62480042837023,0.26390471201693,0.171793315545552,1.53617567237041,0.124495300880074,0.167070344813118,"NS"
"hsa-miR-664b-3p",57.1774960177929,-0.19951709920868,0.131421943530968,-1.51814144463376,0.128978745153187,0.172392632615829,"NS"
"hsa-miR-4532",143.465605357682,-0.421766967431282,0.277882219179165,-1.51779041018579,0.129067243399548,0.172392632615829,"NS"
"hsa-miR-15a-3p",24.9039317836382,-0.265665681433555,0.176439389496726,-1.50570505934835,0.132142904614559,0.176087383432515,"NS"
"hsa-miR-134-3p",12.5438199219265,0.431972773663967,0.287446835067215,1.50279189389216,0.132892716914721,0.176672794216065,"NS"
"hsa-miR-6715a-3p",72.4453133688632,0.546437341644739,0.36983848086954,1.47750266646129,0.139540944055452,0.185078781276345,"NS"
"hsa-miR-1260b",414.506073409196,0.321221545506927,0.218630695384913,1.46924266485727,0.141766981894881,0.18759398301904,"NS"
"hsa-miR-374c-3p",901.820083685919,0.483763917033755,0.330659330433703,1.46302817585469,0.143459669328498,0.189393391758505,"NS"
"hsa-miR-3074-3p",38.8010966201937,-0.23809630880016,0.163113128950603,-1.45970045656021,0.144372416380516,0.190157187316004,"NS"
"hsa-let-7b-5p",58656.7823613413,-0.229927456906071,0.158221082503431,-1.45320366456907,0.146167215011153,0.192076548132439,"NS"
"hsa-miR-192-3p",569.223067404279,-0.272620227813646,0.189097986130554,-1.44168763185785,0.14939051430228,0.195859913912436,"NS"
"hsa-miR-193a-5p",2188.71567998589,0.284781006717275,0.2019949311785,1.40984234136855,0.158586241050307,0.207438094615229,"NS"
"hsa-miR-296-5p",268.190368813871,0.411806783736737,0.294215176484276,1.39967893110621,0.161609485741217,0.210907792171451,"NS"
"hsa-miR-92a-1-5p",40.057849072891,0.309200212875172,0.221413414571368,1.39648364790249,0.162568901399627,0.211191107069378,"NS"
"hsa-let-7i-3p",299.796524019792,-0.262758972554446,0.188038394315215,-1.39736873158986,0.162302716949197,0.211191107069378,"NS"
"hsa-miR-556-5p",24.5740189654025,0.284900111923402,0.206893940367079,1.37703458795324,0.168501554449948,0.218399509070661,"NS"
"hsa-let-7g-5p",86140.5988392595,-0.169838805181414,0.124791257809751,-1.36098319836106,0.173518999157934,0.224391614820147,"NS"
"hsa-miR-378d",1271.03724709218,-0.691748532661082,0.508786875631441,-1.35960372759728,0.17395535792366,0.224445801946854,"NS"
"hsa-miR-4443",13.1249779949905,-0.359064575068885,0.26784109354259,-1.34058807153052,0.180054232249483,0.231266045485228,"NS"
"hsa-miR-328-3p",943.0573129204,0.234039905203942,0.174474687048233,1.34139747812955,0.179791435939994,0.231266045485228,"NS"
"hsa-miR-134-5p",148.715908780675,0.364811903651871,0.273739729640958,1.3326962225409,0.182631513404491,0.234048043079179,"NS"
"hsa-miR-505-3p",463.452369747231,-0.257989553154093,0.194692821519061,-1.32511076238543,0.185134417047474,0.236722434382051,"NS"
"hsa-miR-331-3p",213.377476487189,0.242291203236102,0.186463581352897,1.29940228262348,0.193805908741586,0.247254623484221,"NS"
"hsa-miR-4454",67.7992088208389,-0.293556334507449,0.227053640401317,-1.2928941988712,0.196047654177317,0.249555067621686,"NS"
"hsa-miR-548aw",6.08771289140297,-0.211768336977629,0.164212136857998,-1.28960222447355,0.197188802986395,0.250447385935845,"NS"
"hsa-miR-758-3p",50.5467757482962,0.380007605458264,0.29537306019246,1.2865344090983,0.198256618104971,0.251242796663093,"NS"
"hsa-miR-3157-5p",19.9339088870283,-0.258296003736906,0.202758167844726,-1.27391170714617,0.202694708909799,0.256296198599279,"NS"
"hsa-miR-491-5p",27.3071893027133,0.200306472374977,0.158026111437238,1.26755300471043,0.204957623580903,0.258582899817148,"NS"
"hsa-miR-194-5p",84937.7980493321,-0.266437094493495,0.210418792064674,-1.26622290660999,0.20543328872319,0.258609604609503,"NS"
"hsa-miR-375",19865.6614335474,-0.423857017054852,0.335241597690495,-1.26433300632987,0.206110527512817,0.258889382240161,"NS"
"hsa-miR-337-5p",35.809722052247,0.389779489345885,0.309340714439978,1.26003293828144,0.207657480256893,0.26025794331756,"NS"
"hsa-miR-7641",16.1108379835057,0.379620718995723,0.309016624339975,1.22847992339102,0.219266861460484,0.27420405312311,"NS"
"hsa-miR-1295b-5p",33.629567323606,0.355959465531927,0.290204733245038,1.22658049560952,0.219980303691564,0.274492966667762,"NS"
"hsa-miR-19b-3p",16798.1024906276,-0.18568246385587,0.154032738627266,-1.20547401487933,0.228020363540606,0.283902815874409,"NS"
"hsa-miR-378g",7343.85707210887,-0.581279804191074,0.483828924014836,-1.20141598680704,0.229589877794492,0.285232839443375,"NS"
"hsa-miR-200a-3p",3732.69857083588,-0.294079374424504,0.248843178040572,-1.18178596150446,0.237290639490556,0.294157677276964,"NS"
"hsa-miR-598-3p",102.48438703169,-0.169717942751096,0.144109919979047,-1.17769784880716,0.238917084828414,0.295530046233408,"NS"
"hsa-miR-1307-5p",1005.06139090101,-0.31096194960036,0.266201106846089,-1.16814671916503,0.242747587988864,0.299616871075192,"NS"
"hsa-miR-342-3p",7403.67955741077,-0.141349579026919,0.121614682542575,-1.16227396291097,0.245124199325235,0.301895388346447,"NS"
"hsa-miR-374a-5p",1025.36824077035,-0.184829813950955,0.159498808661256,-1.158816266418,0.246531085608086,0.302972327669548,"NS"
"hsa-miR-499a-5p",1440.65562785235,0.309413399813408,0.267626435237965,1.15613915171828,0.247624243914485,0.303659902558927,"NS"
"hsa-miR-376a-3p",788.487124821566,0.328458062042478,0.284450302768955,1.15471159230675,0.248208550804033,0.303721861091387,"NS"
"hsa-miR-1275",27.7251374468127,-0.300792647393401,0.261514607585568,-1.15019443911936,0.250063796094276,0.305335407677345,"NS"
"hsa-miR-103b",6697.14624562657,0.36485258700394,0.318758291536033,1.1446057928275,0.252372491574894,0.307494534702601,"NS"
"hsa-miR-3074-5p",14919.6547683205,0.265806521205418,0.233284892299176,1.13940735118215,0.254533291268482,0.309464621221723,"NS"
"hsa-miR-204-3p",18.4481123553663,-0.322105933763374,0.289454476526584,-1.11280342811969,0.265792862774559,0.322465114965296,"NS"
"hsa-miR-2110",411.937096928497,0.165855869523919,0.154362859475082,1.07445450342084,0.282619025611818,0.34214941611303,"NS"
"hsa-miR-27a-3p",105534.891215441,0.274553359471634,0.255850954209949,1.07309882943152,0.283226776158751,0.34215718818329,"NS"
"hsa-miR-320a",6702.86137665112,0.115793582226624,0.10923253268263,1.06006497682387,0.289115039837326,0.347793779423759,"NS"
"hsa-miR-103a-3p",16811.1494576792,0.250401495386088,0.235914756545204,1.06140666676825,0.288505128458619,0.347793779423759,"NS"
"hsa-miR-6815-5p",13.8976840664975,-0.242043668325346,0.233186413981165,-1.0379835780008,0.299277700584733,0.359259518212475,"NS"
"hsa-miR-28-5p",7934.24245541573,-0.110595560413757,0.107242785747955,-1.03126340520174,0.302417314274373,0.362264109099196,"NS"
"hsa-miR-6513-3p",7.19009281536324,0.152849803422616,0.149256935570356,1.02407169783119,0.305801411181472,0.364828503033068,"NS"
"hsa-miR-3591-3p",538.971044887833,-0.30993838865091,0.302677424110157,-1.02398911832324,0.305840414669198,0.364828503033068,"NS"
"hsa-miR-17-3p",231.603390914743,0.119068214071904,0.11650960076634,1.02196053620246,0.306799578861331,0.365207030067149,"NS"
"hsa-miR-200a-5p",143.35520363597,-0.241710342981099,0.239865406276608,-1.00769154974504,0.313602562965957,0.372525800266449,"NS"
"hsa-miR-200b-3p",5440.46316586682,-0.24564286791499,0.247620220443282,-0.992014575688718,0.321190415258593,0.37995290287347,"NS"
"hsa-miR-26a-1-3p",18.003712690705,-0.18507749499207,0.186531154090389,-0.992206883051748,0.321096615550985,0.37995290287347,"NS"
"hsa-miR-3656",76.6059046692778,-0.239244190267364,0.24321776491282,-0.983662481863197,0.325281492675959,0.383994127246101,"NS"
"hsa-miR-181a-5p",101406.516436981,-0.106313895476721,0.10985006485561,-0.967809127982429,0.33313970423879,0.392456504579444,"NS"
"hsa-miR-374b-5p",1175.54134105212,0.238180233669625,0.247465969317756,0.962476716803807,0.335810193369053,0.394785124022709,"NS"
"hsa-miR-19a-3p",527.97781906624,0.159665810526496,0.167812002354797,0.951456441053137,0.341372720532282,0.400497068005914,"NS"
"hsa-miR-29b-3p",1012.93666233609,-0.153018851241048,0.161327113074685,-0.948500523716735,0.342874706320454,0.401431497729091,"NS"
"hsa-miR-1247-5p",204.53284792287,-0.327793085004251,0.352911634829656,-0.928824818038289,0.352979880469752,0.412413864450286,"NS"
"hsa-miR-6715b-3p",14.9374686405716,0.33653428472992,0.363013872402749,0.927056265102035,0.353897321903953,0.412638475744568,"NS"
"hsa-miR-6842-3p",13.6368981483651,0.133825776573019,0.14498334352117,0.923042422135056,0.355985098217413,0.414223969091428,"NS"
"hsa-miR-486-3p",85.3578629829025,-0.291176453090273,0.323582396808569,-0.899852575301038,0.368198710973991,0.427561360294288,"NS"
"hsa-miR-19b-1-5p",18.5961990067168,-0.178589591228343,0.200591562070069,-0.890314574478261,0.373296997443027,0.432598760784282,"NS"
"hsa-miR-29b-1-5p",37.9333826306114,-0.179176893035932,0.209055379837292,-0.857078603647442,0.391401445148152,0.452657362376623,"NS"
"hsa-miR-192-5p",774482.42114201,-0.14971584325221,0.176649245698999,-0.847531743822546,0.396698801211439,0.457853180302858,"NS"
"hsa-miR-3124-5p",14.2547524497149,-0.181845956855125,0.215268243849561,-0.844741210330153,0.398255345056852,0.458719213233499,"NS"
"hsa-miR-203a-3p",759.970976804125,0.272542649593828,0.326283352993487,0.835294375558498,0.403551983414188,0.463880966793279,"NS"
"hsa-miR-342-5p",198.338133820326,-0.11318710439327,0.135822805462821,-0.833343885127247,0.40465081260142,0.464206274939936,"NS"
"hsa-miR-374a-3p",613.80614541689,-0.0959230787584439,0.115749078903832,-0.828715698361105,0.407265300583646,0.466265505094758,"NS"
"hsa-miR-628-5p",59.9635112855568,0.110715384471977,0.134621828757533,0.822417772019618,0.41083916804177,0.46941262372644,"NS"
"hsa-miR-4516",20.507998398015,-0.21994482312161,0.268244707329528,-0.819940961039791,0.412249764486762,0.470080392771478,"NS"
"hsa-miR-33a-3p",22.6433333687805,-0.128304233356771,0.156884163473554,-0.817827819685569,0.413455510408332,0.470512370844681,"NS"
"hsa-miR-624-5p",69.4487092360673,0.134577114822473,0.165236401201198,0.814451984212647,0.415386068562663,0.47176581439552,"NS"
"hsa-miR-29a-5p",33.6312703606149,0.122612069364771,0.152064120994685,0.806318206837603,0.420059395091863,0.476123099217669,"NS"
"hsa-miR-181c-3p",87.2409505736316,0.126640842255451,0.159070015432952,0.796132708673998,0.425954904492457,0.481547364970524,"NS"
"hsa-miR-664a-3p",384.380127491168,-0.104373692193183,0.13126610603951,-0.795130558392334,0.426537560536282,0.481547364970524,"NS"
"hsa-miR-1271-5p",120.758658518129,-0.139890278595852,0.176836658250509,-0.791070584458125,0.428902803353508,0.483258802194349,"NS"
"hsa-miR-3184-3p",910.608225986792,0.343151598156628,0.436080012319299,0.786900542245837,0.431340090079071,0.485044488646228,"NS"
"hsa-miR-885-5p",2291.58679112562,0.185047001148675,0.237096119642379,0.780472499624996,0.435112808393258,0.488321869774682,"NS"
"hsa-miR-136-3p",892.663477028737,0.194543078537092,0.268567082032352,0.72437424968432,0.468836004240309,0.525133240969952,"NS"
"hsa-miR-340-3p",452.948330041333,0.116302696270293,0.161347759056791,0.720820028429131,0.471020251064425,0.526543266906989,"NS"
"hsa-miR-744-3p",38.8724300949311,-0.115246331037661,0.160408314881127,-0.718456092024072,0.472476111752606,0.527135112916143,"NS"
"hsa-miR-411-5p",3948.02319505402,0.171408956121872,0.24112680083274,0.710866463329273,0.477166989754068,0.531326843777035,"NS"
"hsa-miR-7977",68.2163055002675,0.185518580292225,0.265533509311187,0.698663535059938,0.484762327598115,0.538730008600249,"NS"
"hsa-miR-548q",16.743999042844,-0.108154195081074,0.158635399493754,-0.681778439277875,0.495379059609061,0.549455526155079,"NS"
"hsa-miR-223-5p",64.0549873294894,0.173416961461029,0.255328889541272,0.679190520792979,0.497017152694514,0.550199921951709,"NS"
"hsa-miR-4286",62.5279670567423,-0.132050625883149,0.198187915740063,-0.666289997500868,0.505225757733646,0.558200885729018,"NS"
"hsa-miR-340-5p",4238.80098603013,-0.0824410558519457,0.124714629273802,-0.661037572993558,0.508588218157988,0.560826930488169,"NS"
"hsa-miR-335-3p",508.514578286652,0.0992488704516149,0.150985007968116,0.65734255200075,0.510960681481116,0.562353245189082,"NS"
"hsa-miR-3065-5p",26.8382530351618,-0.151594072909615,0.232936187033198,-0.650796575836497,0.515177810896817,0.565899950579708,"NS"
"hsa-miR-181a-3p",398.381871068551,-0.0692818665041441,0.109354028198789,-0.633555687388122,0.526370827605006,0.577080926603562,"NS"
"hsa-miR-23a-3p",53476.4445640419,0.0942526544483438,0.149803842267164,0.62917381171206,0.529235271739616,0.579105518499695,"NS"
"hsa-miR-15a-5p",6552.40299480999,-0.0654913263958565,0.105404074576128,-0.621335813242739,0.534378694695469,0.58361128077106,"NS"
"hsa-miR-3912-3p",35.9189463877142,-0.0766851231602254,0.124939503479668,-0.613778036765647,0.539362012661209,0.587925259011931,"NS"
"hsa-miR-574-3p",5858.45759604933,0.0782156198450977,0.128148104681434,0.61035330986389,0.541627789962255,0.589266180666392,"NS"
"hsa-miR-1277-3p",38.3401281019795,0.115022788465393,0.193580929339313,0.594184503907295,0.552388716013122,0.599826678266157,"NS"
"hsa-miR-548ah-5p",53.8755510283121,-0.159970376980375,0.278674444838878,-0.574040354051357,0.565940494061351,0.613371697373159,"NS"
"hsa-miR-181a-2-3p",888.898006501439,-0.10689042446508,0.191596962230986,-0.557892062694684,0.576918091873227,0.624080597482635,"NS"
"hsa-miR-383-5p",88.1286637517841,-0.209630302108418,0.381289035493471,-0.549793680369305,0.582460893704125,0.628880926978458,"NS"
"hsa-miR-6724-5p",17.7838265379207,0.121492333596996,0.223512075828863,0.543560490619841,0.586743954077064,0.631110226597069,"NS"
"hsa-miR-1260a",392.614393362308,-0.11726899153553,0.215599625207573,-0.543920201264855,0.586496386940006,0.631110226597069,"NS"
"hsa-miR-30b-5p",11965.0327017854,-0.0843344684433866,0.156470718307989,-0.538979237491496,0.589901180935022,0.63330900368307,"NS"
"hsa-miR-140-3p",3425.76324407709,0.0573063880178083,0.108148684458385,0.529885206693009,0.596191523479099,0.63859690179836,"NS"
"hsa-miR-675-3p",1221.11729974526,0.180885734484835,0.34218684899355,0.528616850755256,0.597071268465251,0.63859690179836,"NS"
"hsa-miR-107",1973.79410558251,-0.0961271150659306,0.182565601342441,-0.526534650334394,0.598516783465881,0.638941932067704,"NS"
"hsa-miR-219a-1-3p",11.6388952881668,0.0846848469120499,0.166676676346157,0.508078567250616,0.611398245310759,0.651471164010903,"NS"
"hsa-miR-651-5p",115.09580271821,0.0736861055470019,0.153702353248146,0.479407790380664,0.631648552431245,0.671790703426876,"NS"
"hsa-miR-33b-5p",118.104476526589,-0.178398690805984,0.385106806543615,-0.463244709713485,0.643188972177486,0.682788293225726,"NS"
"hsa-miR-1273c",6.55659413305035,0.0815418096913285,0.183662160943776,0.443977187637963,0.65705907711377,0.696213435526508,"NS"
"hsa-miR-576-3p",15.6358116914895,-0.0943548073738091,0.213469624456658,-0.442005777702421,0.658485025006434,0.696427470685244,"NS"
"hsa-let-7f-1-3p",120.519123241419,-0.0700266702273783,0.161886365513024,-0.432566819357893,0.665329499070481,0.702360825549358,"NS"
"hsa-miR-1295b-3p",48.4256557055047,0.131623984010351,0.315772996456038,0.416831032062857,0.67680200249936,0.713148776707659,"NS"
"hsa-miR-193b-3p",6282.16497361287,0.0685051404264562,0.173218377032488,0.395484252883905,0.692485540819272,0.725643227856659,"NS"
"hsa-miR-30d-3p",565.908409935693,0.0548906976190464,0.138179951522067,0.397240677930623,0.691189988044894,0.725643227856659,"NS"
"hsa-miR-576-5p",253.954043929297,0.0565735438010225,0.142957931039678,0.395735608298084,0.692300083834553,0.725643227856659,"NS"
"hsa-miR-4636",12.0936342558815,0.0945273645740027,0.243525146207674,0.388162643759965,0.697895675995172,0.729968087575832,"NS"
"hsa-miR-24-3p",42030.6082157475,-0.0543391226572333,0.144202240822061,-0.376825785420945,0.706303076925362,0.737406331689047,"NS"
"hsa-miR-744-5p",509.073326855885,0.0454172131411694,0.121662901310337,0.373303715857633,0.708922411170482,0.738785443142865,"NS"
"hsa-miR-1228-5p",23.7315941695351,0.0781705239820647,0.221829082516454,0.352390782557856,0.72454521367977,0.753685971816799,"NS"
"hsa-miR-22-5p",303.563444828254,-0.0419299433322686,0.123222283769542,-0.340278901263416,0.733646504508393,0.76176069537459,"NS"
"hsa-miR-3687",17.3979720457223,0.0982208489952894,0.308181414699301,0.318711136721614,0.749945568846314,0.77585277940646,"NS"
"hsa-let-7f-2-3p",89.3933570096315,0.0807277512318112,0.25257383601783,0.319620402907102,0.749256105795973,0.77585277940646,"NS"
"hsa-let-7a-5p",160846.266820093,-0.0404413678443765,0.129145668363955,-0.313145367991791,0.754170222436037,0.778807362188939,"NS"
"hsa-miR-338-5p",33.9739534751751,-0.0843107238856295,0.273238884325888,-0.308560489454617,0.75765587995816,0.780989484956872,"NS"
"hsa-miR-592",218.905431282058,0.0851036990941407,0.308809851410869,0.275586088673418,0.782865995683192,0.805516729735509,"NS"
"hsa-miR-4792",116.60562144524,0.0974893659703238,0.371696780752419,0.262281975574224,0.793104057151721,0.814577993717201,"NS"
"hsa-miR-1261",75.2634131767216,-0.085597239986341,0.330847834107921,-0.258720871536429,0.795850614567747,0.815926125565852,"NS"
"hsa-miR-28-3p",14372.5259574117,0.0267143810430169,0.105904333261527,0.25225012254264,0.800847738148009,0.819054366022681,"NS"
"hsa-miR-429",3134.87224579106,-0.067130821486735,0.267407588841194,-0.25104306791608,0.801780811730463,0.819054366022681,"NS"
"hsa-miR-548au-5p",19.0495458746586,0.047711913655091,0.193725112158042,0.246286674575093,0.805460324461905,0.821338574585706,"NS"
"hsa-miR-181c-5p",2162.56471536316,0.0355225355311619,0.151003436868637,0.235243225371513,0.814019958183495,0.828582032569603,"NS"
"hsa-miR-365b-3p",372.372066471943,-0.0568503904197344,0.252961646385903,-0.224739169877977,0.822182190810655,0.835395833162969,"NS"
"hsa-miR-29b-2-5p",130.187868289231,-0.0296739024668845,0.151129258338792,-0.196347833589995,0.844337924176749,0.856378393683726,"NS"
"hsa-miR-26a-2-3p",45.465530283768,-0.0409827825113722,0.227430143978371,-0.180199430886654,0.856996005205931,0.867670332672909,"NS"
"hsa-let-7f-5p",111763.595833771,-0.0181124543404062,0.129662125555842,-0.139689629972984,0.888905220151,0.896785585577871,"NS"
"hsa-miR-3944-5p",24.1920392139054,-0.0367231812431017,0.259250065665252,-0.14165157933082,0.887355223252523,0.896785585577871,"NS"
"hsa-miR-548f-3p",44.2320464868881,0.0198641688872801,0.210292666273847,0.0944596368444565,0.924744044166876,0.931290904656553,"NS"
"hsa-miR-146b-5p",61368.786448579,0.0164071300224173,0.199610671051098,0.0821956558535755,0.934491127884648,0.939444261071316,"NS"
"hsa-miR-505-5p",122.298523514527,-0.0163927499991379,0.214763539847334,-0.0763292969132042,0.939157118260637,0.942469841781839,"NS"
"hsa-miR-125a-3p",30.8419003288126,0.00964336479291056,0.175743089137326,0.0548719431315745,0.956240484329299,0.957924006308752,"NS"
"hsa-miR-20a-3p",25.8391322465066,0.00587249953714406,0.185012461270193,0.0317411027172263,0.974678516159485,0.974678516159485,"NS"
